BU,Region,Month,FY,Revenue_Budget,Revenue_Actual,DirectCost_Budget,DirectCost_Actual,Salaries_Budget,Salaries_Actual,Marketing_Budget,Marketing_Actual,Travel_Budget,Travel_Actual,ITSoftware_Budget,ITSoftware_Actual,Facilities_Budget,Facilities_Actual,ProfFees_Budget,ProfFees_Actual,DA_Budget,DA_Actual
Technology & Telecom,USA,2024-01,FY23,187366.0,187601.0,112333.0,116185.0,31220.0,30627.0,5163.0,4744.0,2254.0,1803.0,4677.0,5090.0,3378.0,3397.0,1309.0,1628.0,5585.0,5609.0
Technology & Telecom,USA,2024-02,FY23,182984.0,189994.0,107840.0,110396.0,25866.0,25600.0,5930.0,5392.0,1842.0,1530.0,4116.0,4245.0,2242.0,2293.0,1893.0,1931.0,5044.0,5123.0
Technology & Telecom,USA,2024-03,FY23,201306.0,202967.0,117014.0,122380.0,29143.0,29481.0,4544.0,3910.0,1857.0,2268.0,4470.0,4181.0,2669.0,2555.0,1709.0,1813.0,5435.0,5326.0
Technology & Telecom,USA,2024-04,FY24,201570.0,196530.0,119537.0,117834.0,33668.0,34849.0,6940.0,7118.0,2078.0,2133.0,5299.0,5442.0,3484.0,3385.0,1753.0,1583.0,5718.0,5699.0
Technology & Telecom,USA,2024-05,FY24,198759.0,196256.0,118375.0,120793.0,32809.0,32533.0,4856.0,5253.0,2237.0,1891.0,4733.0,5033.0,2587.0,2472.0,2071.0,2320.0,5679.0,5699.0
Technology & Telecom,USA,2024-06,FY24,200137.0,196606.0,116629.0,118668.0,28336.0,28046.0,6632.0,7227.0,1938.0,1600.0,5320.0,5415.0,2520.0,2530.0,1301.0,1451.0,4190.0,4130.0
Technology & Telecom,USA,2024-07,FY24,205980.0,198177.0,111773.0,108436.0,34015.0,33517.0,6561.0,6952.0,1777.0,1553.0,4619.0,4600.0,3516.0,3368.0,2175.0,2341.0,5523.0,5686.0
Technology & Telecom,USA,2024-08,FY24,186978.0,198076.0,101097.0,103407.0,29906.0,29088.0,6010.0,5163.0,1918.0,2261.0,4876.0,5000.0,2367.0,2294.0,2191.0,1882.0,5205.0,5217.0
Technology & Telecom,USA,2024-09,FY24,214899.0,207733.0,125696.0,123633.0,34723.0,37457.0,5306.0,5580.0,2915.0,3067.0,4491.0,4368.0,2853.0,2866.0,1480.0,1777.0,5458.0,5388.0
Technology & Telecom,USA,2024-10,FY24,206036.0,199617.0,113121.0,113832.0,30631.0,31807.0,4252.0,4098.0,1707.0,1737.0,3763.0,3868.0,2477.0,2418.0,1540.0,1551.0,4824.0,4784.0
Technology & Telecom,USA,2024-11,FY24,201671.0,200947.0,113805.0,115034.0,29661.0,29258.0,4848.0,4452.0,2067.0,2337.0,4369.0,4666.0,3687.0,3641.0,1261.0,1549.0,5294.0,5152.0
Technology & Telecom,USA,2024-12,FY24,207101.0,209357.0,122472.0,125462.0,32834.0,34690.0,4195.0,4352.0,2579.0,3274.0,5643.0,5379.0,2592.0,2532.0,1301.0,1136.0,4953.0,5053.0
Technology & Telecom,USA,2025-01,FY24,199304.0,197978.0,113954.0,109285.0,31643.0,31594.0,6548.0,5914.0,2918.0,3062.0,5443.0,5513.0,2994.0,3073.0,1828.0,1533.0,4520.0,4426.0
Technology & Telecom,USA,2025-02,FY24,200327.0,195709.0,115618.0,111926.0,29073.0,30028.0,6018.0,6434.0,2174.0,1912.0,4092.0,4074.0,3553.0,3506.0,2074.0,2317.0,4435.0,4384.0
Technology & Telecom,USA,2025-03,FY24,198147.0,208607.0,117384.0,127982.0,29474.0,31774.0,5122.0,4899.0,2626.0,3096.0,5283.0,4901.0,3017.0,2935.0,1992.0,2000.0,5317.0,5251.0
Technology & Telecom,USA,2025-04,FY25,214028.0,203958.0,115874.0,107206.0,32386.0,32879.0,5179.0,4854.0,2575.0,3109.0,4934.0,5355.0,3890.0,3980.0,1757.0,1992.0,5353.0,5250.0
Technology & Telecom,USA,2025-05,FY25,204917.0,209145.0,122612.0,125828.0,33802.0,33017.0,6214.0,5352.0,2625.0,2175.0,5436.0,5235.0,3961.0,3846.0,2170.0,2198.0,5796.0,5712.0
Technology & Telecom,USA,2025-06,FY25,214083.0,208848.0,120675.0,115864.0,30880.0,30301.0,4585.0,4722.0,2501.0,2903.0,5539.0,5639.0,3608.0,3499.0,2047.0,2412.0,4706.0,4626.0
Technology & Telecom,USA,2025-07,FY25,204863.0,209308.0,113400.0,120909.0,33934.0,35616.0,7036.0,7919.0,2516.0,2648.0,5241.0,5131.0,3096.0,3084.0,1845.0,1927.0,5229.0,5343.0
Technology & Telecom,USA,2025-08,FY25,201311.0,213869.0,110940.0,122356.0,34206.0,33290.0,4349.0,4713.0,1768.0,1527.0,4826.0,5243.0,2809.0,2775.0,1778.0,2172.0,4557.0,4498.0
Technology & Telecom,USA,2025-09,FY25,219287.0,229773.0,127951.0,134248.0,30720.0,31897.0,5089.0,4887.0,2970.0,2575.0,4074.0,3976.0,2756.0,2652.0,2008.0,2536.0,5015.0,5027.0
Technology & Telecom,USA,2025-10,FY25,215484.0,218181.0,122533.0,128845.0,33960.0,35767.0,5626.0,5070.0,2814.0,3576.0,5186.0,5243.0,2713.0,2700.0,1726.0,1814.0,4508.0,4625.0
Technology & Telecom,USA,2025-11,FY25,230695.0,221211.0,128644.0,124679.0,35116.0,36949.0,7485.0,7778.0,3102.0,3005.0,5288.0,5241.0,3572.0,3676.0,1448.0,1761.0,4883.0,4774.0
Technology & Telecom,USA,2025-12,FY25,222168.0,235808.0,120533.0,125491.0,37704.0,38731.0,5120.0,4952.0,3153.0,2662.0,5935.0,5489.0,2940.0,2927.0,1760.0,2195.0,4665.0,4574.0
Technology & Telecom,USA,2026-01,FY25,234523.0,223846.0,131649.0,130327.0,36415.0,36057.0,6703.0,6674.0,3267.0,3307.0,5538.0,5995.0,3980.0,4173.0,2577.0,2511.0,6949.0,6789.0
Technology & Telecom,USA,2026-02,FY25,224891.0,223429.0,132152.0,137830.0,36749.0,37031.0,5299.0,5876.0,3236.0,3781.0,5237.0,5202.0,3080.0,3125.0,2179.0,1905.0,4728.0,4691.0
Technology & Telecom,USA,2026-03,FY25,223606.0,237332.0,131779.0,141143.0,37967.0,39254.0,4690.0,4394.0,2687.0,3406.0,5623.0,5632.0,3140.0,3237.0,1882.0,2181.0,5753.0,5906.0
Technology & Telecom,Rest of GCC,2023-04,FY23,122944.0,117723.0,71235.0,70742.0,19579.0,20627.0,3835.0,4037.0,1639.0,2011.0,2323.0,2356.0,1618.0,1664.0,1165.0,1377.0,3158.0,3091.0
Technology & Telecom,Rest of GCC,2023-05,FY23,115967.0,118900.0,67996.0,72613.0,18217.0,19258.0,3810.0,4328.0,1651.0,1410.0,3061.0,3261.0,1599.0,1644.0,1236.0,1308.0,2973.0,3055.0
Technology & Telecom,Rest of GCC,2023-06,FY23,119368.0,117643.0,64623.0,64618.0,17267.0,17965.0,3206.0,3127.0,1700.0,1906.0,2356.0,2259.0,1969.0,2066.0,880.0,1024.0,2776.0,2803.0
Technology & Telecom,Rest of GCC,2023-07,FY23,122614.0,120443.0,72822.0,72256.0,19584.0,20205.0,2484.0,2722.0,1225.0,982.0,2630.0,2612.0,2122.0,2224.0,1399.0,1595.0,2985.0,2901.0
Technology & Telecom,Rest of GCC,2023-08,FY23,126994.0,122808.0,71672.0,71539.0,19854.0,19579.0,3799.0,3336.0,1505.0,1635.0,2724.0,2815.0,2462.0,2392.0,1190.0,1529.0,2665.0,2718.0
Technology & Telecom,Rest of GCC,2023-09,FY23,140131.0,135789.0,82458.0,79317.0,21034.0,22540.0,3055.0,3370.0,1883.0,1882.0,2731.0,2801.0,2548.0,2637.0,1069.0,1432.0,4000.0,4080.0
Technology & Telecom,Rest of GCC,2023-10,FY23,128611.0,124831.0,69457.0,69087.0,19988.0,20708.0,4323.0,4179.0,1928.0,1655.0,3575.0,3538.0,1751.0,1678.0,921.0,1075.0,3631.0,3701.0
Technology & Telecom,Rest of GCC,2023-11,FY23,129956.0,123363.0,73102.0,67271.0,20721.0,20282.0,3827.0,3337.0,1711.0,1415.0,2869.0,2731.0,2214.0,2147.0,1234.0,1315.0,3133.0,3066.0
Technology & Telecom,Rest of GCC,2023-12,FY23,131037.0,135584.0,72960.0,72894.0,20292.0,20671.0,3174.0,2852.0,1704.0,1746.0,2542.0,2523.0,2477.0,2519.0,1255.0,1263.0,3349.0,3267.0
Technology & Telecom,Rest of GCC,2024-01,FY23,131683.0,128221.0,77635.0,78946.0,22082.0,23805.0,3751.0,4238.0,1115.0,1326.0,2400.0,2613.0,2291.0,2237.0,1557.0,1431.0,3231.0,3151.0
Technology & Telecom,Rest of GCC,2024-02,FY23,133856.0,127268.0,75156.0,74834.0,19553.0,20936.0,3483.0,3449.0,1940.0,2002.0,2684.0,2951.0,2578.0,2624.0,866.0,778.0,3186.0,3132.0
Technology & Telecom,Rest of GCC,2024-03,FY23,143558.0,138167.0,85959.0,82162.0,22113.0,22778.0,4974.0,4789.0,1340.0,1372.0,3864.0,3934.0,2075.0,2094.0,1487.0,1340.0,3702.0,3602.0
Technology & Telecom,Rest of GCC,2024-04,FY24,127392.0,130621.0,69120.0,73599.0,19483.0,19509.0,2649.0,2611.0,1627.0,1978.0,2801.0,2846.0,2474.0,2574.0,1331.0,1464.0,3202.0,3282.0
Technology & Telecom,Rest of GCC,2024-05,FY24,134532.0,129348.0,77806.0,77900.0,22444.0,23225.0,4360.0,3840.0,1258.0,1333.0,3731.0,3548.0,2202.0,2254.0,1204.0,1491.0,3507.0,3451.0
Technology & Telecom,Rest of GCC,2024-06,FY24,135002.0,129915.0,79987.0,77878.0,22451.0,23872.0,3059.0,3226.0,1381.0,1125.0,2739.0,2890.0,2657.0,2530.0,1446.0,1667.0,3671.0,3655.0
Technology & Telecom,Rest of GCC,2024-07,FY24,139640.0,131818.0,79206.0,76747.0,21236.0,22791.0,3287.0,3193.0,1879.0,1641.0,3620.0,3568.0,1678.0,1685.0,909.0,1186.0,3045.0,3069.0
Technology & Telecom,Rest of GCC,2024-08,FY24,126482.0,131875.0,75830.0,80901.0,20210.0,19637.0,3165.0,3629.0,1842.0,2106.0,2789.0,2641.0,1592.0,1616.0,1470.0,1240.0,3251.0,3217.0
Technology & Telecom,Rest of GCC,2024-09,FY24,142288.0,143031.0,81908.0,79757.0,22442.0,23676.0,3419.0,3347.0,1745.0,1648.0,3339.0,3082.0,1888.0,1962.0,886.0,885.0,2894.0,2912.0
Technology & Telecom,Rest of GCC,2024-10,FY24,137122.0,134502.0,78507.0,80874.0,21658.0,22655.0,3786.0,3550.0,1222.0,1517.0,2931.0,3085.0,2207.0,2236.0,1355.0,1315.0,3362.0,3371.0
Technology & Telecom,Rest of GCC,2024-11,FY24,140301.0,135265.0,83448.0,82449.0,21500.0,21699.0,3183.0,3560.0,1517.0,1510.0,2800.0,2964.0,2421.0,2306.0,1360.0,1312.0,3901.0,4009.0
Technology & Telecom,Rest of GCC,2024-12,FY24,146957.0,144737.0,87939.0,87298.0,22920.0,23202.0,3270.0,3391.0,2117.0,2229.0,3701.0,3507.0,2744.0,2695.0,1390.0,1524.0,4041.0,4111.0
Technology & Telecom,Rest of GCC,2025-01,FY24,137983.0,135041.0,74516.0,74572.0,22142.0,23408.0,3523.0,3730.0,1957.0,2215.0,3681.0,3887.0,2086.0,2133.0,1103.0,1185.0,2813.0,2842.0
Technology & Telecom,Rest of GCC,2025-02,FY24,140668.0,134229.0,77445.0,76226.0,23291.0,23280.0,3199.0,3222.0,1579.0,1574.0,2729.0,2917.0,2376.0,2301.0,1052.0,1442.0,3775.0,3829.0
Technology & Telecom,Rest of GCC,2025-03,FY24,153358.0,148209.0,90453.0,86099.0,25798.0,26574.0,5141.0,5253.0,1338.0,1341.0,3160.0,3297.0,2964.0,2871.0,1621.0,1999.0,4497.0,4410.0
Technology & Telecom,Rest of GCC,2025-04,FY25,138691.0,140562.0,82954.0,82469.0,23353.0,23222.0,4219.0,4021.0,1700.0,1943.0,2638.0,2836.0,2707.0,2600.0,1423.0,1454.0,2809.0,2834.0
Technology & Telecom,Rest of GCC,2025-05,FY25,149462.0,141704.0,89225.0,85718.0,20995.0,21105.0,4083.0,4304.0,2059.0,1878.0,2981.0,3080.0,1937.0,1971.0,1356.0,1554.0,4374.0,4272.0
Technology & Telecom,Rest of GCC,2025-06,FY25,142371.0,142641.0,77281.0,78294.0,22942.0,23722.0,3422.0,2947.0,1975.0,1788.0,3001.0,2937.0,2225.0,2186.0,1134.0,980.0,3885.0,3854.0
Technology & Telecom,Rest of GCC,2025-07,FY25,151471.0,145911.0,86119.0,86211.0,23589.0,23499.0,3998.0,4420.0,1260.0,1613.0,3129.0,3356.0,2662.0,2700.0,1008.0,1381.0,4230.0,4112.0
Technology & Telecom,Rest of GCC,2025-08,FY25,145366.0,146126.0,83868.0,88310.0,20883.0,21616.0,3938.0,3418.0,1908.0,1652.0,3311.0,3208.0,1895.0,1960.0,1332.0,1750.0,3414.0,3345.0
Technology & Telecom,Rest of GCC,2025-09,FY25,153644.0,156826.0,90427.0,95509.0,23484.0,22930.0,3821.0,4134.0,1774.0,2122.0,3457.0,3456.0,2211.0,2138.0,1376.0,1380.0,3591.0,3643.0
Technology & Telecom,Rest of GCC,2025-10,FY25,147852.0,147122.0,82852.0,83828.0,24978.0,26417.0,3661.0,3895.0,1818.0,1616.0,2852.0,3116.0,2851.0,2984.0,1608.0,1699.0,3448.0,3373.0
Technology & Telecom,Rest of GCC,2025-11,FY25,157185.0,150287.0,85284.0,84560.0,23762.0,23649.0,4670.0,4295.0,2312.0,2001.0,4208.0,4540.0,2926.0,3014.0,1762.0,1483.0,3152.0,3122.0
Technology & Telecom,Rest of GCC,2025-12,FY25,154914.0,160617.0,89537.0,94083.0,22534.0,22107.0,3803.0,4204.0,1808.0,1793.0,3697.0,4063.0,2467.0,2467.0,1720.0,2398.0,3442.0,3431.0
Technology & Telecom,Rest of GCC,2026-01,FY25,149423.0,150487.0,89201.0,91665.0,21590.0,20957.0,3809.0,3826.0,1968.0,1739.0,3241.0,3104.0,2939.0,2947.0,1619.0,1463.0,3800.0,3872.0
Technology & Telecom,Rest of GCC,2026-02,FY25,147348.0,153033.0,80124.0,81687.0,21262.0,22591.0,2963.0,2790.0,1274.0,1259.0,2664.0,2494.0,2057.0,2008.0,1026.0,1263.0,3629.0,3525.0
Technology & Telecom,Rest of GCC,2026-03,FY25,163868.0,164427.0,93588.0,91335.0,25183.0,26607.0,5489.0,5456.0,1679.0,1970.0,3545.0,3662.0,2601.0,2570.0,1831.0,2500.0,3811.0,3838.0
Public Sector,UAE,2023-04,FY23,210344.0,211522.0,124940.0,127266.0,34052.0,34501.0,5940.0,5373.0,2330.0,2005.0,4772.0,4445.0,3681.0,3570.0,2256.0,2791.0,6154.0,6211.0
Public Sector,UAE,2023-05,FY23,229116.0,217212.0,136454.0,128558.0,33262.0,34374.0,6531.0,6756.0,3021.0,3748.0,6313.0,6641.0,4215.0,4281.0,2179.0,2580.0,5124.0,5140.0
Public Sector,UAE,2023-06,FY23,207992.0,216661.0,120469.0,128767.0,30645.0,31673.0,6951.0,6332.0,2473.0,2359.0,4613.0,4650.0,3568.0,3653.0,2349.0,2188.0,5841.0,5767.0
Public Sector,UAE,2023-07,FY23,224169.0,222274.0,124562.0,121886.0,36836.0,38871.0,6539.0,6980.0,2077.0,2126.0,5884.0,6325.0,3477.0,3368.0,1579.0,1329.0,4608.0,4538.0
Public Sector,UAE,2023-08,FY23,226806.0,227666.0,129647.0,131251.0,32518.0,33296.0,7582.0,7188.0,2735.0,2951.0,6158.0,5935.0,2992.0,3085.0,2385.0,2049.0,6335.0,6296.0
Public Sector,UAE,2023-09,FY23,264407.0,253371.0,151473.0,142278.0,44024.0,43988.0,7486.0,7725.0,3855.0,4790.0,6131.0,6199.0,4376.0,4310.0,1921.0,2390.0,7152.0,7097.0
Public Sector,UAE,2023-10,FY23,225325.0,234187.0,130293.0,135351.0,31957.0,33944.0,7043.0,8094.0,3015.0,2717.0,4683.0,4563.0,4367.0,4430.0,2453.0,3221.0,5800.0,5664.0
Public Sector,UAE,2023-11,FY23,241317.0,231986.0,132671.0,125338.0,39054.0,41742.0,7967.0,6827.0,2183.0,2376.0,6224.0,6544.0,4029.0,3968.0,1483.0,1456.0,5980.0,6035.0
Public Sector,UAE,2023-12,FY23,248115.0,257610.0,143094.0,145947.0,34773.0,35319.0,6712.0,6129.0,3016.0,2553.0,6866.0,6496.0,3073.0,2966.0,1715.0,1585.0,5255.0,5314.0
Public Sector,UAE,2024-01,FY23,238736.0,239877.0,135600.0,139369.0,33806.0,35045.0,7446.0,6528.0,2098.0,2101.0,4606.0,4387.0,3096.0,3165.0,2072.0,2556.0,6354.0,6516.0
Public Sector,UAE,2024-02,FY23,257009.0,244331.0,141837.0,137565.0,41607.0,40528.0,7345.0,7194.0,2663.0,2844.0,6323.0,6335.0,4887.0,5039.0,2740.0,2362.0,7105.0,7012.0
Public Sector,UAE,2024-03,FY23,257656.0,264497.0,151345.0,159106.0,40906.0,40312.0,6456.0,5505.0,3260.0,4209.0,5025.0,4882.0,3357.0,3471.0,2460.0,3002.0,6098.0,6269.0
Public Sector,UAE,2024-04,FY24,256543.0,246496.0,139549.0,138301.0,40958.0,43358.0,5957.0,6255.0,3123.0,2699.0,6400.0,6460.0,3114.0,2989.0,3031.0,2641.0,5838.0,5811.0
Public Sector,UAE,2024-05,FY24,241948.0,247088.0,135975.0,137714.0,40580.0,40309.0,4937.0,5591.0,3440.0,4091.0,4417.0,4851.0,4704.0,4668.0,1977.0,1774.0,5397.0,5395.0
Public Sector,UAE,2024-06,FY24,247615.0,244706.0,134626.0,136946.0,41827.0,42556.0,8154.0,6986.0,2376.0,2051.0,5154.0,5345.0,4756.0,4681.0,1874.0,2471.0,7002.0,7079.0
Public Sector,UAE,2024-07,FY24,239806.0,248087.0,139716.0,143120.0,35369.0,34793.0,7012.0,7870.0,2599.0,2724.0,6509.0,6738.0,3585.0,3726.0,1882.0,1579.0,5858.0,5920.0
Public Sector,UAE,2024-08,FY24,251156.0,255075.0,142031.0,141346.0,37016.0,37858.0,5424.0,5972.0,2451.0,2493.0,4798.0,4893.0,4559.0,4695.0,2282.0,1879.0,5090.0,5216.0
Public Sector,UAE,2024-09,FY24,285730.0,283896.0,156015.0,154994.0,46546.0,45610.0,6408.0,6439.0,3375.0,3572.0,7464.0,7767.0,4452.0,4295.0,1767.0,2177.0,8498.0,8602.0
Public Sector,UAE,2024-10,FY24,252298.0,261867.0,136884.0,142769.0,37187.0,37961.0,5913.0,5167.0,2103.0,2597.0,5452.0,5537.0,3584.0,3512.0,2726.0,2467.0,6822.0,6627.0
Public Sector,UAE,2024-11,FY24,254564.0,264673.0,145586.0,153062.0,38353.0,38999.0,6731.0,6234.0,2089.0,1797.0,4596.0,4393.0,4421.0,4586.0,1833.0,1909.0,7185.0,7366.0
Public Sector,UAE,2024-12,FY24,281900.0,290467.0,159625.0,164384.0,46428.0,45438.0,8112.0,8172.0,3894.0,4477.0,6413.0,5937.0,5592.0,5538.0,2411.0,2378.0,6569.0,6604.0
Public Sector,UAE,2025-01,FY24,280657.0,271058.0,152406.0,149749.0,44904.0,44171.0,6675.0,5713.0,3532.0,3860.0,6578.0,7167.0,3520.0,3596.0,2959.0,3890.0,7384.0,7282.0
Public Sector,UAE,2025-02,FY24,259761.0,267818.0,155817.0,156175.0,42480.0,41403.0,7574.0,7578.0,3547.0,3365.0,6832.0,7296.0,5048.0,4995.0,2503.0,3489.0,6855.0,6916.0
Public Sector,UAE,2025-03,FY24,294235.0,291080.0,170983.0,175170.0,44567.0,45958.0,7176.0,6984.0,3141.0,2669.0,5933.0,5764.0,3646.0,3639.0,2235.0,2101.0,6397.0,6329.0
Public Sector,UAE,2025-04,FY25,273027.0,265478.0,163276.0,162342.0,43098.0,44568.0,9195.0,10562.0,3037.0,2452.0,6857.0,7433.0,3637.0,3612.0,3257.0,3896.0,5532.0,5521.0
Public Sector,UAE,2025-05,FY25,278069.0,267792.0,159176.0,150234.0,39672.0,38722.0,6222.0,6531.0,2278.0,2737.0,6751.0,6326.0,5408.0,5644.0,3243.0,4149.0,6215.0,6284.0
Public Sector,UAE,2025-06,FY25,275009.0,272667.0,158331.0,163594.0,44937.0,45806.0,6105.0,5394.0,4079.0,5226.0,6960.0,7077.0,4677.0,4894.0,3181.0,3515.0,7742.0,7905.0
Public Sector,UAE,2025-07,FY25,294431.0,280045.0,174789.0,164906.0,42441.0,44706.0,7882.0,8781.0,3089.0,3264.0,8029.0,8212.0,4570.0,4573.0,2540.0,2050.0,6397.0,6517.0
Public Sector,UAE,2025-08,FY25,264389.0,279594.0,150294.0,159962.0,37758.0,40125.0,8627.0,8317.0,2273.0,2495.0,5001.0,5184.0,3350.0,3235.0,3000.0,3614.0,6849.0,6969.0
Public Sector,UAE,2025-09,FY25,305980.0,308816.0,181822.0,179654.0,49503.0,50153.0,10449.0,10983.0,4264.0,4828.0,5661.0,5252.0,4540.0,4637.0,2311.0,2945.0,8537.0,8498.0
Public Sector,UAE,2025-10,FY25,268093.0,283611.0,159241.0,171894.0,38957.0,39006.0,8956.0,9469.0,3192.0,3086.0,5837.0,5482.0,5214.0,5256.0,2990.0,3574.0,7081.0,6946.0
Public Sector,UAE,2025-11,FY25,300781.0,287506.0,179137.0,175572.0,44663.0,46319.0,7747.0,7163.0,2964.0,3278.0,5491.0,5500.0,4361.0,4171.0,1826.0,2075.0,6323.0,6187.0
Public Sector,UAE,2025-12,FY25,316792.0,322379.0,185514.0,195645.0,48215.0,49646.0,6930.0,6935.0,3807.0,4548.0,6406.0,6510.0,5152.0,5153.0,3068.0,4075.0,6771.0,6673.0
Public Sector,UAE,2026-01,FY25,315074.0,297556.0,184373.0,174794.0,49552.0,50382.0,9247.0,8036.0,3182.0,2887.0,8285.0,8497.0,5688.0,5816.0,2567.0,3217.0,8191.0,8346.0
Public Sector,UAE,2026-02,FY25,319643.0,305944.0,186315.0,173863.0,46796.0,49097.0,10681.0,10174.0,4752.0,3906.0,6567.0,6699.0,4077.0,4009.0,3510.0,2854.0,6922.0,7091.0
Public Sector,UAE,2026-03,FY25,325669.0,333592.0,178688.0,178441.0,46545.0,46776.0,6668.0,6054.0,3265.0,2658.0,7709.0,7650.0,4073.0,4177.0,2900.0,3906.0,8948.0,9094.0
Public Sector,KSA,2023-04,FY23,155610.0,151025.0,89916.0,88374.0,26250.0,27569.0,5134.0,5075.0,1845.0,1565.0,2925.0,2834.0,2511.0,2635.0,1669.0,2176.0,4081.0,4184.0
Public Sector,KSA,2023-05,FY23,160737.0,152551.0,92063.0,89025.0,25099.0,26568.0,3815.0,4359.0,1731.0,1920.0,3601.0,3916.0,2419.0,2374.0,1825.0,1559.0,3762.0,3708.0
Public Sector,KSA,2023-06,FY23,155093.0,152173.0,84780.0,84810.0,25074.0,26196.0,3238.0,3420.0,1759.0,1725.0,3873.0,3829.0,2723.0,2682.0,996.0,844.0,4161.0,4052.0
Public Sector,KSA,2023-07,FY23,155673.0,154970.0,91268.0,94013.0,22762.0,22866.0,4073.0,4329.0,1382.0,1461.0,3207.0,3165.0,1938.0,1935.0,980.0,1133.0,4127.0,4078.0
Public Sector,KSA,2023-08,FY23,154037.0,153478.0,88544.0,86526.0,22921.0,23182.0,3947.0,4379.0,2079.0,2433.0,3630.0,3624.0,2462.0,2351.0,1654.0,1583.0,3103.0,3157.0
Public Sector,KSA,2023-09,FY23,160253.0,161736.0,90038.0,93753.0,24070.0,25711.0,4578.0,4966.0,1628.0,1562.0,3238.0,3434.0,2955.0,2816.0,1087.0,1429.0,3797.0,3865.0
Public Sector,KSA,2023-10,FY23,161469.0,156161.0,95470.0,90647.0,24634.0,25793.0,3361.0,3257.0,1669.0,1843.0,3276.0,3046.0,2835.0,2885.0,1124.0,1025.0,3512.0,3469.0
Public Sector,KSA,2023-11,FY23,165572.0,159852.0,93663.0,94274.0,26627.0,27216.0,4308.0,4649.0,2035.0,2025.0,3152.0,3000.0,2926.0,2809.0,1363.0,1886.0,4145.0,4259.0
Public Sector,KSA,2023-12,FY23,170313.0,169965.0,95936.0,92851.0,27729.0,29885.0,3445.0,3419.0,1978.0,1974.0,4277.0,4698.0,2218.0,2301.0,1199.0,1388.0,5010.0,4993.0
Public Sector,KSA,2024-01,FY23,153978.0,163522.0,90557.0,96547.0,26150.0,26541.0,3687.0,3315.0,2107.0,1766.0,3896.0,4229.0,1914.0,1920.0,1135.0,1425.0,3817.0,3755.0
Public Sector,KSA,2024-02,FY23,165067.0,163328.0,92958.0,94858.0,23348.0,24071.0,5712.0,5944.0,1746.0,1628.0,3820.0,3727.0,2144.0,2156.0,1734.0,1911.0,4752.0,4713.0
Public Sector,KSA,2024-03,FY23,184639.0,175179.0,100227.0,97508.0,28227.0,28329.0,4710.0,4925.0,1915.0,1671.0,3687.0,3976.0,2380.0,2486.0,1279.0,1570.0,4519.0,4592.0
Public Sector,KSA,2024-04,FY24,172151.0,167401.0,103055.0,102573.0,27307.0,28938.0,3662.0,3594.0,2309.0,2729.0,3517.0,3421.0,2949.0,3020.0,1538.0,1259.0,4937.0,4953.0
Public Sector,KSA,2024-05,FY24,160793.0,167429.0,87530.0,91768.0,25956.0,27048.0,3362.0,3712.0,1969.0,1956.0,3291.0,3052.0,2353.0,2385.0,997.0,1162.0,4491.0,4418.0
Public Sector,KSA,2024-06,FY24,169806.0,169744.0,93171.0,95039.0,24942.0,26520.0,5640.0,4814.0,2378.0,2929.0,4394.0,4628.0,2737.0,2796.0,1423.0,1543.0,3883.0,3977.0
Public Sector,KSA,2024-07,FY24,169724.0,172933.0,93405.0,93910.0,28429.0,30564.0,4061.0,3973.0,2339.0,2117.0,3963.0,3904.0,2126.0,2148.0,1240.0,1516.0,4332.0,4206.0
Public Sector,KSA,2024-08,FY24,180467.0,175095.0,106120.0,105320.0,26570.0,27514.0,4007.0,3955.0,2078.0,2349.0,4826.0,5079.0,3326.0,3349.0,1544.0,1778.0,4538.0,4444.0
Public Sector,KSA,2024-09,FY24,193117.0,188799.0,104989.0,108241.0,28858.0,29830.0,4247.0,4221.0,1916.0,1963.0,3742.0,3696.0,2374.0,2277.0,2003.0,2321.0,5306.0,5268.0
Public Sector,KSA,2024-10,FY24,172859.0,177814.0,102726.0,109508.0,27564.0,28533.0,3879.0,3571.0,2070.0,1763.0,4798.0,5265.0,2986.0,2986.0,1444.0,1863.0,5088.0,5108.0
Public Sector,KSA,2024-11,FY24,182534.0,182161.0,104205.0,100799.0,28720.0,30778.0,4110.0,3643.0,2503.0,2021.0,3705.0,4001.0,2214.0,2256.0,1518.0,1610.0,3860.0,3955.0
Public Sector,KSA,2024-12,FY24,196537.0,193487.0,114048.0,113808.0,32244.0,32982.0,5069.0,4326.0,1687.0,1599.0,4270.0,4541.0,2812.0,2929.0,1457.0,1649.0,5756.0,5808.0
Public Sector,KSA,2025-01,FY24,175874.0,185090.0,100357.0,102353.0,27169.0,27613.0,5499.0,6087.0,2197.0,1972.0,3710.0,3992.0,2939.0,3037.0,1889.0,1551.0,3867.0,3930.0
Public Sector,KSA,2025-02,FY24,189763.0,182423.0,107075.0,100948.0,28674.0,30386.0,6481.0,7361.0,2300.0,2343.0,3557.0,3285.0,3323.0,3302.0,2246.0,2698.0,4596.0,4483.0
Public Sector,KSA,2025-03,FY24,193288.0,189931.0,115000.0,112045.0,27562.0,27009.0,6303.0,7235.0,1850.0,1741.0,5040.0,5128.0,2475.0,2503.0,2229.0,2574.0,5359.0,5349.0
Public Sector,KSA,2025-04,FY25,170309.0,180833.0,99866.0,109294.0,26040.0,26829.0,4158.0,3710.0,1999.0,2166.0,4125.0,3913.0,2871.0,2953.0,1561.0,1755.0,4357.0,4362.0
